KlasseAttribuutID	IMBORGUID	Klasse	Multipliciteit	Attribuut	Informatiemodel	Enumeratietype	OAGBD	Wijzigingsdatum	Toelichting	Eenheid
4017	d0c27313-3b94-4575-a875-44f01f4096f5	273	15167	411	4	23105	O	Sun Oct 20 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4022	520d9575-fa29-4fda-91c4-cd7ba3db20d7	101	15167	395	4	22443	O	Tue Jul 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4023	9d86e02c-485b-43ad-922e-b76823a98d82	101	15167	394	5	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4024	5ff3253b-3de9-4fc2-9514-15d81adb1109	101	15167	353	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23033
4025	d30bb7b5-aaa9-4b4f-b7da-9c5034082b6c	101	15167	347	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4026	70818e32-240d-4b07-93c1-c0ef3b04c06c	101	15167	335	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4027	2f590821-3cec-418c-bb01-261cb067d333	37	15168	403	4	15979	O	Fri Oct 25 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4029	c6b79d0a-7c9d-4f96-b589-f348ebdc3c0b	37	15167	366	4	15981	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4031	6a3e82d1-ef13-49de-91a4-29b3cb797846	37	15167	373	4	15983	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4046	8812dbaa-71a0-4659-b438-aa57ea49df7d	130	15167	375	4	15993	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4050	ff44388a-11a2-4bab-9aad-60d0692bd212	14810	15167	348	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4055	fc8bb3a2-c3f4-4283-888e-0ee2d0618a2f	273	15167	394	5	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4057	26b49a35-1377-4132-b764-e61c2a5cb031	273	15167	353	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23033
4080	eb99b180-c2df-42b1-86c4-b008bcc18f29	14993	15167	369	4	16000	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4085	9638dd9a-0a80-48fa-9c72-207e26003d2d	14993	15167	644	4	22430	B	Tue Jul 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4088	ddb7ad3c-fb55-4b8c-8f57-099eee469e5c	14432	14518	630	4	null	O	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4089	26a72f0a-095e-4a96-8479-9774a72d0bd3	14432	15167	343	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4090	9ba05e93-a2c0-413e-82b9-2e5e07e6ed0e	14432	15167	335	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4091	4426784f-88de-4f89-ab2e-f44397ea6105	14432	15167	455	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4093	0b94a164-ac72-4b72-85e9-029284fc9df4	14433	15167	431	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4094	b8722572-7cb3-4206-82f5-5efa5cd79f1f	14433	14518	591	4	null	O	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4095	3ba841a7-d1a1-4ed7-b6bd-88840da36c16	14433	15167	582	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23056
4096	3f7818c0-9752-4298-a396-7de6b893ff7a	14433	15167	589	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4097	c1983e8e-f1e3-4056-8cd1-305ba19ce2d7	14433	15167	590	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4107	7f5c3377-f756-4fbd-926a-7f615da43ffb	14431	14518	354	4	16004	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4109	2e4c9edd-b463-4b51-82ad-8ceb51d73c35	14431	15167	668	4	null	O	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4110	5f598d0a-b781-43b0-a8d1-e6be47bf917b	14431	15167	669	4	23160	O	Sat Nov 02 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4112	9b232449-3e92-49df-9836-9a235e2c6801	14431	15167	1039	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4161	04ceacf1-76ea-4e58-8831-6bb125b7d184	270	15167	347	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4162	7e482a3a-78e7-416b-a5fb-8cea230a1d6a	270	15167	335	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4163	fbae5f0b-ac43-4342-8605-c8acd513d8fb	130	15167	347	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4164	19b12fff-c2ab-4603-b612-c108c411629d	93	15167	347	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4173	2d8e6ee4-8c49-4e2a-9074-5dd72acc60c7	14448	14518	410	4	16016	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4174	ec007021-cf72-42a8-b7b2-08e5b64fba43	14448	15167	333	4	16017	B	Sat Nov 02 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4180	d307cdba-2a20-49fb-bba7-519a0fcd7c66	14450	15167	564	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23038
4181	1af587ac-c8e2-408f-a53d-501417edc707	14450	15167	604	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23038
4182	2498f8d3-6c14-4aa5-96af-461992b3950b	14450	15167	603	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23038
4183	341ac86c-939f-4029-8f34-ee07caea5363	14450	15167	606	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4184	4298ae50-6edd-4d20-8980-6a89cbfa5e88	14450	15167	609	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23038
4195	5741049e-3723-49cc-8cc0-39e8674f73e3	14453	15167	427	4	16021	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4196	60c83e9f-ff42-4b4a-a71e-eb5df6da6f93	14453	15167	428	4	null	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4218	7bc0ca1d-3ba6-4b62-ad98-429c56c5bd5f	14446	15167	451	6	null	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4219	35c349f3-4f9f-483b-a911-d354b4387491	14469	15167	393	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4222	a6939ae9-d275-4674-8fb5-a9de7842806d	14469	15167	583	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4225	c4003179-3aa7-4a5e-8903-45b4a723dbba	1083	15167	493	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23056
4226	09212d82-bd2d-4c0f-99cc-d6041ea66d9a	1090	15167	493	3	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23056
4227	52509800-537b-41bf-a9b9-c5cd19a8d1c7	14807	15167	493	3	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23056
4228	2854a28a-0184-4216-9262-bf6b35c06d0e	267	15167	493	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23056
4232	892bb86c-5a45-4e8c-82f6-442db3d7dc5b	14471	15167	662	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4233	101df3ec-a57f-49f6-b4fa-a2628edf4963	14471	15167	544	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4234	273ab789-bb66-4d7a-a51c-273e122f4e1d	14471	15167	1064	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4235	8a0b7291-211e-4209-80ea-36caad3c3ada	14471	15167	1063	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4236	7971d419-bb42-440a-916e-18420f42f566	14471	15167	543	4	null	O	Tue Jan 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4237	35224397-2435-425c-ab5b-bb2ea5f548c6	14472	15167	1066	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4238	ce832cfe-3263-40f9-b13d-269ff501034f	14472	14518	627	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4239	10973987-28ad-4c41-a2d0-29bdbab93f9a	14472	15167	1073	4	16024	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4240	ff781c2e-e4ae-46c6-8004-e84d272391ee	14472	15167	1067	4	16025	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4252	6a8ae086-6530-41fa-aff1-61b5f0453efa	14477	14518	1028	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4253	6aba3807-2575-49ec-a7e5-4ddcd50c416d	14477	15167	554	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23030
4257	47025163-fe10-426e-b257-9bc39c9edfaf	14478	15167	568	4	null	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4259	4690b2b0-c472-4f29-912b-91ec1d2462c6	14478	15167	559	4	null	B	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4262	55db3c95-2216-4be3-951f-a4b91b28bfc9	14478	15167	547	4	null	A	Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23052
4269	71355f48-bf83-40ec-89a9-e8669040fc23	14480	14518	576	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4270	c5b89c15-1eee-46f3-9caf-664d1d7b46f9	14480	14518	459	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23030
4271	88913df2-b0a9-488a-b7ad-82997f9c3872	14480	15167	553	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23030
4273	54a44543-13df-4e00-91c7-fe0e4ebf5fb4	14480	15167	560	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23030
4274	c0ebed23-119e-4c2b-8974-b55ab49b51f3	160	15167	485	4	null	O	Thu Oct 31 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4275	ee8f8c67-88cf-49a5-9427-6a9b144754af	252	15167	485	4	null	O	Thu Oct 31 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4337	daa43e42-c5be-4a92-9725-434ef0c2e07e	49	15167	1014	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4338	5e88c11a-6ff4-49d9-bc58-6fc9a55617e0	295	15167	1014	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4339	27c4fa4c-845b-43f0-85bb-1a51b9fb7ca5	327	15167	1014	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4370	ff820931-678e-445f-9bf6-1c6ee4f094a8	199	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4371	57c575a2-fede-48e8-884a-b00044ca0efb	53	15167	799	4	22433	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4372	9dd09105-dada-4f23-b709-d54d0ca19b15	178	15167	799	4	22433	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4373	b2057d16-039d-4a41-bbda-3016352776ea	10	15168	502	4	16029	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4384	ba1d99f2-9ed9-43f0-9199-b15339ab5b03	207	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4385	5862c151-740f-457c-aeb2-4c3088afa764	36	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4386	dce03888-97b1-47d2-b4b4-13b9e1577b55	39	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4387	809d50c7-9ea1-4187-9c0f-8d61e8ca0d0e	60	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4388	031a030a-c28b-4a67-9b38-b09a943b1b17	112	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4389	3cfa9af5-2388-425b-9e69-e0a70114ac5a	157	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4390	96587f7b-286b-4a1c-bc56-5bb7c4a4ff1c	161	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4391	853e72bc-b4ef-45c0-be98-6d4dc5315b2b	175	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4392	34192ca0-83a9-4a3b-ab03-8fb9b2366acf	188	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4393	cc57de66-96f1-40f0-813b-2061b20cefce	200	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4394	1ea067c5-f9ae-4f75-9f97-3ca5a72e6646	328	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4395	f54037d9-a865-4fc4-a20a-404f92c738c4	218	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4396	5a8d2302-265f-4845-8b0b-7438fd38911a	9	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4397	c23f9e90-c421-4f3f-b1fc-d0e8c7ca12ae	222	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4398	a1d5d96a-2765-4685-ad69-bb76fa3ec026	231	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4399	d7b4e07c-c559-43fd-8ab5-f73a642b7061	233	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4400	3a2272f2-4fdb-46c2-bc1e-91384f129720	235	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4401	69525b95-3ee0-4677-9e59-ab83460c5e83	244	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4402	d4af082a-5a79-4727-8bb8-e3a9c0a630cc	245	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4403	f2216b8c-2bfd-4e1e-b26a-2279a1be4c39	250	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4404	d6d71afb-1125-413f-9466-71878d169357	280	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4405	0740346d-785e-43e8-a452-469c2c1d94f3	284	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4406	17ab5921-efb8-4366-bcd1-6442c3f2b968	290	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4407	35e4acd9-0816-4425-b057-5a10aabbc959	220	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4408	d50349ef-9e46-49ca-a159-45032986e565	284	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4409	1eaeae04-ad2a-4a5a-90fc-220e63932eae	283	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4410	42a6ad7e-b695-4ea4-841c-f70c96f3dbbf	190	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4411	a7b89127-2352-4529-80e3-15d9ed7cc826	118	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4412	d40b6a2e-0d61-475c-8f89-0e45927d9a6a	81	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4413	5d0d3fa8-243a-45a8-9cd9-d0687480f3b7	45	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4414	931dcefa-e178-4d61-8d7f-ee8706a97a93	29	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4415	640e11cd-8413-4538-9a64-ef9dcafd70c9	7	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4417	c8bf14df-dc9b-4017-9d63-4ee09d44fab8	235	15168	502	4	16040	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4419	0392c536-5ca8-43bc-9836-9855b7d1dc3a	231	15168	502	4	16041	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4423	7c33074d-b147-4101-bef6-cc306d0cc526	78	15168	502	4	16042	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4426	66e28078-5bb3-483b-9db6-6549b933af6a	136	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4427	982bea51-c1dc-4f40-92e9-541eae8f6c08	16	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4428	35c4a227-d7cd-40b1-9fff-7bf2404e8ba3	40	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4429	f1d1498f-aa93-41cc-b584-256b8d847835	77	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4430	d6f17251-8ad6-4c96-a85c-6556ca1960e4	78	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4431	e4e10257-04b1-451d-9268-8067906ebc0e	81	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4432	a8fd2840-180b-4ea3-8781-25a7eef98d2d	82	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4433	e2096230-b930-49e1-b941-4007ab854757	328	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4434	82527bf3-496f-4cc5-904e-08748de34578	142	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4435	9ed04a29-2d6a-4bff-bd7b-220b9b068834	9	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4436	b10925b4-a2e1-4089-ac82-85a869928c3b	231	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4437	cc8517bd-5fa4-4e0b-bf14-463502e41db3	233	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4438	7d2180f6-7e39-4ed1-8543-f4ad4becc976	235	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4439	005a22e9-b546-4805-9ebf-2ea3aed1e9cc	250	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4440	c39e51d2-00e0-42d1-a6b3-6191a50a2d59	257	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4441	77729e90-001c-4c92-ad51-baaffcdc1c03	271	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4442	0e9b0b3f-7cdb-47e9-988f-3074a47d652e	177	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4443	9e898a94-8aa9-4807-b385-8b6cb7acf1ae	108	15167	615	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4444	e2cb8c40-993c-4490-bc88-7d310520faea	153	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4445	89cf58fa-b848-49a7-903e-30c8773aabb4	90	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4446	cc4a7cb5-0b70-4cc9-b97a-26ba2d1bd07a	124	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4447	a856791d-8d38-4bba-a088-90b9418a0013	208	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4448	a7029dbb-813a-4e31-b915-85abc9c20cba	131	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4449	de3a7abc-569c-4ea4-a872-ee7caa8b9883	117	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4450	526973a0-eecf-450d-827e-17baf515cb45	116	15167	1003	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4452	b25955f7-48e8-44bc-9dc3-b40e01164676	189	15167	888	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4453	c0129f82-d16e-429c-9a84-8da009fd5bb6	263	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4454	f0376a34-9bcf-40de-8200-5c25e27bb2b0	183	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4455	0d2036c9-0141-4533-92bd-ba37cafb9b2b	169	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4456	4a5b6d15-edb9-430b-84cf-58544215dfd8	84	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4457	47e7f3c9-c02c-4e2e-8c1d-b24341a9cbba	79	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4458	5212d053-dee3-4f8d-96a0-04b6dac95f26	74	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4460	a233c005-9538-4c10-89e2-6248b34069b7	14	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4461	69526aec-5e90-4552-bcce-37acf9ea4ed4	282	15167	1009	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23031
4462	c15580e7-b96b-401a-991c-4ccdd0fb7efc	267	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4463	2324b4b9-203b-46e8-84d3-dfa84926eca7	119	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4464	a194ce8f-3e3c-4092-8a0b-86d29f3ebaf9	68	15167	485	4	null	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	23032
4467	92e8a8aa-fcee-41c8-8716-b7f95660cce4	320	15167	598	4	16065	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4468	aebc5e80-dc6e-4298-9e83-a234993f63b8	263	15167	598	4	16066	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4469	10eac3f9-9bd3-4f4c-ab9a-9e64fa510ab0	248	15167	598	4	16067	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4470	f94f80c0-dd17-4a01-a6ac-c69fb4fc10a0	226	15167	598	4	16068	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4471	7b0c9ae8-23ef-49b8-bfe8-60fefb7ace4f	85	15167	598	4	16069	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4472	ca997d3c-c126-4294-821e-7c5dd5231ba5	9766	15167	598	4	16070	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4473	f0770984-6c68-4c71-b29c-abf2d5dd4520	14	15167	598	4	16071	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4474	cd6a7ac8-33b2-438f-9877-a3f687a52767	1	15167	598	4	16072	O	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4475	225a4066-cb52-46fa-93e4-747eb002545d	282	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4476	7137c9db-d27f-4c4b-8c69-51b0a291d503	263	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4477	05079ec5-e241-42e8-a794-76aa91fbf1a1	169	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4478	b695d9a5-c9a6-461b-99e5-0adb9c23b82f	84	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4479	e99952f1-b645-4ce5-8a06-9d7df0a10020	74	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
4481	92154dcc-dbf6-4bb1-9069-b10a76c23e67	14	15167	446	4	null	A	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	null	null
